#log
1752424005.9709888,1752424005.9699886,103,positive
1752424022.2742465,1752424022.2732022,2,neutral
1752424052.9494672,1752424052.9479082,102,neutral
1752424069.3174367,1752424069.315382,1,negative
1752494424.0595715,1752494424.0585408,1,resting
1752494427.2682507,1752494427.2671118,5,resting
1752496053.9315267,1752496053.9305212,1,resting
1752496058.1396585,1752496058.1396585,5,resting
1752496140.1052866,1752496140.1042805,1,resting
1752496143.0963733,1752496143.0953517,5,resting
1752496205.055847,1752496205.0548499,1,resting
1752496207.2726355,1752496207.2726355,5,resting
1752496212.4247088,1752496212.4247088,105,resting
1752496212.593045,1752496212.5920312,100,resting
1752559972.3131852,1752559972.311948,1,resting
1752559973.7895613,1752559973.7895613,100,resting
1752559990.4539168,1752559990.4539168,2,neutral
1752560021.8370724,1752560021.835743,102,neutral
1752560021.8762984,1752560021.8762984,5,resting
1752560130.0798159,1752560130.0788157,1,resting
1752560139.1134243,1752560139.1124218,100,resting
1752560155.8374438,1752560155.8374438,2,neutral
1752560187.6177356,1752560187.6162317,102,neutral
1752560204.1494346,1752560204.1481547,2,neutral
1752560235.5121753,1752560235.5089123,102,neutral
1752560252.074727,1752560252.0737228,1,negative
1752560285.8579662,1752560285.8569381,101,negative
1752560302.2477756,1752560302.2467418,1,negative
1752560332.4178443,1752560332.4157221,101,negative
1752560348.8392043,1752560348.8380964,3,positive
1752560384.8250022,1752560384.8250022,103,positive
1752560401.1796265,1752560401.1780918,3,positive
1752560432.8463497,1752560432.8451717,103,positive
1752560449.2151787,1752560449.2136185,1,negative
1752560492.5472474,1752560492.5459936,101,negative
1752560508.9714353,1752560508.9714353,2,neutral
1752560541.4446666,1752560541.4426315,102,neutral
1752560557.8689632,1752560557.8676507,3,positive
1752560585.2166748,1752560585.2158623,103,positive
1752560601.606965,1752560601.6056876,3,positive
1752560633.0929334,1752560633.090599,103,positive
1752560649.452316,1752560649.452316,1,negative
1752560679.5074167,1752560679.5054135,101,negative
1752560696.0744476,1752560696.0729349,1,negative
1752560732.6841452,1752560732.683184,101,negative
1752560749.0855796,1752560749.0844088,2,neutral
1752560783.5677097,1752560783.5677097,102,neutral
1752560799.9483624,1752560799.9473617,2,neutral
1752560831.4249105,1752560831.4243555,102,neutral
1752560847.8344402,1752560847.832392,3,positive
1752560880.8197885,1752560880.8187819,103,positive
1752560880.8820722,1752560880.8820722,5,resting
1752561317.0699635,1752561317.068832,1,resting
1752561319.8417344,1752561319.8417344,100,resting
1752561336.3873396,1752561336.3873396,1,negative
1752561372.8936436,1752561372.892568,101,negative
1752561373.0099306,1752561373.0084078,5,resting
1752561447.6413715,1752561447.6403685,1,resting
1752561450.0099938,1752561450.0099938,100,resting
1752561466.2007809,1752561466.2007809,1,negative
1752561502.694752,1752561502.6932716,101,negative
1752561502.8202817,1752561502.8192663,5,resting
1752561508.0109417,1752561508.009708,105,resting
1752561508.1371891,1752561508.135699,200,resting
1752561796.7845807,1752561796.783255,1,resting
1752561798.7220316,1752561798.7220316,100,resting
1752561814.9180775,1752561814.9174528,1,negative
1752561851.407258,1752561851.4062517,101,negative
1752561851.5387,1752561851.537695,5,resting
1752561856.7414458,1752561856.7407036,105,resting
1752561856.769827,1752561856.7689471,200,resting
1752565340.974482,1752565340.9734735,1,resting
1752565342.7509775,1752565342.7499537,100,resting
1752565359.237536,1752565359.237536,1,negative
1752565395.5271964,1752565395.5244856,101,negative
1752565411.736639,1752565411.7341027,3,positive
1752565444.4065483,1752565444.4050355,103,positive
1752565460.5286133,1752565460.5286133,2,neutral
1752565494.808643,1752565494.8059506,102,neutral
1752565494.9304082,1752565494.9304082,5,resting
1752575400.461381,1752575400.4603195,1,resting
1752575402.8063173,1752575402.8049548,100,resting
1752575419.444068,1752575419.4435604,3,positive
1752575450.9401867,1752575450.9379582,103,positive
1752575467.1301954,1752575467.1301954,2,neutral
1752575501.520039,1752575501.519086,102,neutral
1752575517.7973852,1752575517.7968266,1,negative
1752575561.024359,1752575561.024359,101,negative
1752575577.1882298,1752575577.1882298,2,neutral
1752575608.468013,1752575608.466207,102,neutral
1752575624.6998281,1752575624.6998281,3,positive
1752575656.0923877,1752575656.0902812,103,positive
1752575672.468139,1752575672.467139,2,neutral
1752575704.1560607,1752575704.1550348,102,neutral
1752575720.4626417,1752575720.4616373,1,negative
1752575757.0685182,1752575757.0675118,101,negative
1752575773.5263865,1752575773.5253506,2,neutral
1752575773.627336,1752575773.627336,102,neutral
1752575789.8382459,1752575789.8382459,3,positive
1752575817.0948126,1752575817.0938048,103,positive
1752575833.4002905,1752575833.4002905,2,neutral
1752575866.4962478,1752575866.4951735,102,neutral
1752575882.7687397,1752575882.7666109,1,negative
1752575912.6427882,1752575912.6413631,101,negative
1752575928.9185488,1752575928.9175353,2,neutral
1752575961.2979722,1752575961.2969527,102,neutral
1752575977.6112418,1752575977.6112418,3,positive
1752576013.5384254,1752576013.5360434,103,positive
1752576029.9621108,1752576029.9600832,2,neutral
1752576060.5485353,1752576060.5475056,102,neutral
1752576076.8731022,1752576076.8708954,1,negative
1752576110.4710922,1752576110.4700913,101,negative
1752576126.646911,1752576126.644652,2,neutral
1752576157.5270786,1752576157.5250366,102,neutral
1752576173.7593334,1752576173.757826,3,positive
1752576206.5420713,1752576206.540981,103,positive
1752576222.8591862,1752576222.8581524,2,neutral
1752576254.756454,1752576254.7542892,102,neutral
1752576271.0554938,1752576271.0554938,1,negative
1752576301.0341103,1752576301.0320206,101,negative
